entity_id,name,label,aliases,source
Organization:moscow,Moscow,Organization,Moscow,wikipedia
Event:admiral_hugh_sinclair,Admiral Hugh Sinclair,Event,Admiral Hugh Sinclair,wikipedia
Event:commander_alastair_denniston,Commander Alastair Denniston,Event,Commander Alastair Denniston,wikipedia
Event:admiralty_s_room,Admiralty's Room,Event,Admiralty's Room,wikipedia
Event:war_office_s,War Office's,Event,War Office's,wikipedia
Organization:key_gc,Key GC,Organization,Key GC,wikipedia
Organization:john_tiltman,John Tiltman,Organization,John Tiltman,wikipedia
Organization:dillwyn,Dillwyn,Organization,Dillwyn,wikipedia
Organization:dilly,Dilly,Organization,Dilly,wikipedia
Organization:knox,Knox,Organization,Knox,wikipedia
Organization:josh_cooper,Josh Cooper,Organization,Josh Cooper,wikipedia
Organization:oliver_strachey,Oliver Strachey,Organization,Oliver Strachey,wikipedia
Organization:nigel,Nigel,Organization,Nigel,wikipedia
Organization:grey,Grey,Organization,Grey,wikipedia
Person:knox_s,Knox's,Person,Knox's,wikipedia
Event:the_british_war_office,The British War Office,Event,The British War Office,wikipedia
Event:britain,Britain,Event,Britain,wikipedia
Event:denniston,Denniston,Event,Denniston,wikipedia
Event:foreign_office,Foreign Office,Event,Foreign Office,wikipedia
Person:personal,Personal,Person,Personal,wikipedia
Person:trustworthy,Trustworthy,Person,Trustworthy,wikipedia
Event:oxford_s_peter_twinn,Oxford's Peter Twinn,Event,Oxford's Peter Twinn,wikipedia
Event:february,February,Event,February,wikipedia
Event:cambridge_s_alan_turing,Cambridge's Alan Turing,Event,Cambridge's Alan Turing,wikipedia
Event:gordon_welchman,Gordon Welchman,Event,Gordon Welchman,wikipedia
Event:bletchley,Bletchley,Event,Bletchley,wikipedia
Event:john_jeffreys,John Jeffreys,Event,John Jeffreys,wikipedia
Person:later_recruited,Later-recruited,Person,Later-recruited,wikipedia
Person:derek_taunt,Derek Taunt,Person,Derek Taunt,wikipedia
Person:harry_hinsley,Harry Hinsley,Person,Harry Hinsley,wikipedia
Organization:when,When,Organization,When,wikipedia
Organization:patrick_wilkinson,Patrick Wilkinson,Organization,Patrick Wilkinson,wikipedia
Organization:italian,Italian,Organization,Italian,wikipedia
Organization:lord_lindsay,Lord Lindsay,Organization,Lord Lindsay,wikipedia
Organization:birker,Birker,Organization,Birker,wikipedia
Organization:balliol_college,Balliol College,Organization,Balliol College,wikipedia
Organization:grose,Grose,Organization,Grose,wikipedia
Organization:martin_charlesworth,Martin Charlesworth,Organization,Martin Charlesworth,wikipedia
Person:boffins,Boffins,Person,Boffins,wikipedia
Person:debs,Debs,Person,Debs,wikipedia
Person:golf,Golf,Person,Golf,wikipedia
Person:cheese,Cheese,Person,Cheese,wikipedia
Person:chess_society,Chess Society,Person,Chess Society,wikipedia
Person:roy_jenkins,Roy Jenkins,Person,Roy Jenkins,wikipedia
Person:angus_wilson,Angus Wilson,Person,Angus Wilson,wikipedia
Person:inter_service_special_intelligence_school,Inter-Service Special Intelligence School,Person,Inter-Service Special Intelligence School,wikipedia
Person:raf,RAF,Person,RAF,wikipedia
Person:buckingham,Buckingham,Person,Buckingham,wikipedia
Person:bedford,Bedford,Person,Bedford,wikipedia
Person:spy_school,Spy School,Person,Spy School,wikipedia
Person:recruitment,Recruitment,Person,Recruitment,wikipedia
Person:morse,Morse,Person,Morse,wikipedia
Person:in_january,In January,Person,In January,wikipedia
Person:about,About,Person,About,wikipedia
Event:many,Many,Event,Many,wikipedia
Person:eleanor_ireland,Eleanor Ireland,Person,Eleanor Ireland,wikipedia
Person:ruth_briggs,Ruth Briggs,Person,Ruth Briggs,wikipedia
Person:naval_section,Naval Section,Person,Naval Section,wikipedia
Person:dilwyn_knox_s,Dilwyn Knox's,Person,Dilwyn Knox's,wikipedia
Person:dilly_s_fillies,Dilly's Fillies,Person,Dilly's Fillies,wikipedia
Person:mavis_lever,Mavis Lever,Person,Mavis Lever,wikipedia
Person:keith_batey,Keith Batey,Person,Keith Batey,wikipedia
Person:margaret_rock,Margaret Rock,Person,Margaret Rock,wikipedia
Person:abwehr,Abwehr,Person,Abwehr,wikipedia
Person:italian,Italian,Person,Italian,wikipedia
Organization:among,Among,Organization,Among,wikipedia
Organization:rozanne_colchester,Rozanne Colchester,Organization,Rozanne Colchester,wikipedia
Organization:section,Section,Organization,Section,wikipedia
Organization:cicely_mayhew,Cicely Mayhew,Organization,Cicely Mayhew,wikipedia
Organization:german_navy,German Navy,Organization,German Navy,wikipedia
Organization:jane_fawcett,Jane Fawcett,Organization,Jane Fawcett,wikipedia
Organization:hughes,Hughes,Organization,Hughes,wikipedia
Organization:bismarck,Bismarck,Organization,Bismarck,wikipedia
Person:alan_brooke,Alan Brooke,Person,Alan Brooke,wikipedia
Person:cigs,CIGS,Person,CIGS,wikipedia
Organization:took,Took,Organization,Took,wikipedia
Organization:june,June,Organization,June,wikipedia
Organization:andrew_cunningham,Andrew Cunningham,Organization,Andrew Cunningham,wikipedia
Organization:raf,RAF,Organization,RAF,wikipedia
Organization:the_park,The Park,Organization,The Park,wikipedia
Organization:they,They,Organization,They,wikipedia
Person:chiefs,Chiefs,Person,Chiefs,wikipedia
Person:staff,Staff,Person,Staff,wikipedia
Person:properly,Properly,Person,Properly,wikipedia
Person:german_enigma,German Enigma,Person,German Enigma,wikipedia
Person:germany,Germany,Person,Germany,wikipedia
Person:britain_s,Britain's,Person,Britain's,wikipedia
Person:ultra,Ultra,Person,Ultra,wikipedia
Person:most_secret,Most Secret,Person,Most Secret,wikipedia
Person:all,All,Person,All,wikipedia
Person:nevertheless,Nevertheless,Person,Nevertheless,wikipedia
Person:jock_colville,Jock Colville,Person,Jock Colville,wikipedia
Person:assistant_private_secretary,Assistant Private Secretary,Person,Assistant Private Secretary,wikipedia
Person:lord_camrose,Lord Camrose,Person,Lord Camrose,wikipedia
Organization:despite,Despite,Organization,Despite,wikipedia
Organization:whaddon_hall,Whaddon Hall,Organization,Whaddon Hall,wikipedia
Organization:bletchley_park_trust,Bletchley Park Trust,Organization,Bletchley Park Trust,wikipedia
Organization:trust,Trust,Organization,Trust,wikipedia
Event:station,Station,Event,Station,wikipedia
Event:roman,Roman,Event,Roman,wikipedia
Event:london_signals_intelligence_centre,London Signals Intelligence Centre,Event,London Signals Intelligence Centre,wikipedia
Event:government_communications_headquarters,Government Communications Headquarters,Event,Government Communications Headquarters,wikipedia
Person:wrens,Wrens,Person,Wrens,wikipedia
Person:women_s_royal_naval_service,Women's Royal Naval Service,Person,Women's Royal Naval Service,wikipedia
Person:hms_pembroke,HMS Pembroke,Person,HMS Pembroke,wikipedia
Organization:royal_air_force,Royal Air Force,Organization,Royal Air Force,wikipedia
Organization:raf_eastcote,RAF Eastcote,Organization,RAF Eastcote,wikipedia
Organization:raf_lime_grove,RAF Lime Grove,Organization,RAF Lime Grove,wikipedia
Organization:raf_church_green,RAF Church Green,Organization,RAF Church Green,wikipedia
Person:room,Room,Person,Room,wikipedia
Person:initially,Initially,Person,Initially,wikipedia
Person:naval_enigma,Naval Enigma,Person,Naval Enigma,wikipedia
Organization:subsequently,Subsequently,Organization,Subsequently,wikipedia
Organization:group_captain_eric_jones,Group Captain Eric Jones,Organization,Group Captain Eric Jones,wikipedia
Organization:bletchley_park_s,Bletchley Park's,Organization,Bletchley Park's,wikipedia
Organization:lorenz,Lorenz,Organization,Lorenz,wikipedia
Person:early,Early,Person,Early,wikipedia
Person:block,Block,Person,Block,wikipedia
Person:air_section,Air Section,Person,Air Section,wikipedia
Person:military_section,Military Section,Person,Military Section,wikipedia
Person:research_section,Research Section,Person,Research Section,wikipedia
Person:traffic_analysis_section,Traffic Analysis Section,Person,Traffic Analysis Section,wikipedia
Person:sixta,SIXTA,Person,SIXTA,wikipedia
Person:intelligence,Intelligence,Person,Intelligence,wikipedia
Person:secret_intelligence_service,Secret Intelligence Service,Person,Secret Intelligence Service,wikipedia
Person:verbatim,Verbatim,Person,Verbatim,wikipedia
Person:naval_intelligence_division,Naval Intelligence Division,Person,Naval Intelligence Division,wikipedia
Person:nid,NID,Person,NID,wikipedia
Person:admiralty_s_operational_intelligence_centre,Admiralty's Operational Intelligence Centre,Person,Admiralty's Operational Intelligence Centre,wikipedia
Person:oic,OIC,Person,OIC,wikipedia
Person:where,Where,Person,Where,wikipedia
Person:feeding,Feeding,Person,Feeding,wikipedia
Person:known_plaintext,Known-plaintext,Person,Known-plaintext,wikipedia
Person:station,Station,Person,Station,wikipedia
Person:roman,Roman,Person,Roman,wikipedia
Person:secret_intelligence_service_s,Secret Intelligence Service's,Person,Secret Intelligence Service's,wikipedia
Organization:due,Due,Organization,Due,wikipedia
Event:subsequently,Subsequently,Event,Subsequently,wikipedia
Event:y_stations,Y-stations,Event,Y-stations,wikipedia
Event:chicksands,Chicksands,Event,Chicksands,wikipedia
Event:bedfordshire,Bedfordshire,Event,Bedfordshire,wikipedia
Event:beaumanor_hall,Beaumanor Hall,Event,Beaumanor Hall,wikipedia
Event:leicestershire,Leicestershire,Event,Leicestershire,wikipedia
Event:war_office,War Office,Event,War Office,wikipedia
Event:group,Group,Event,Group,wikipedia
Event:beeston_hill,Beeston Hill,Event,Beeston Hill,wikipedia
Event:norfolk,Norfolk,Event,Norfolk,wikipedia
Work:coded,Coded,Work,Coded,wikipedia
Work:bletchley,Bletchley,Work,Bletchley,wikipedia
Person:often,Often,Person,Often,wikipedia
Person:wireless_station,Wireless Station,Person,Wireless Station,wikipedia
Person:victory,Victory,Person,Victory,wikipedia
Person:spanish,Spanish,Person,Spanish,wikipedia
Person:portuguese,Portuguese,Person,Portuguese,wikipedia
Person:air,Air,Person,Air,wikipedia
Person:meteorological,Meteorological,Person,Meteorological,wikipedia
Person:primarily,Primarily,Person,Primarily,wikipedia
Person:after_february,After February,Person,After February,wikipedia
Person:from_february,From February,Person,From February,wikipedia
Person:huts,Huts,Person,Huts,wikipedia
Person:included,Included,Person,Included,wikipedia
Person:newmanry,Newmanry,Person,Newmanry,wikipedia
Person:testery,Testery,Person,Testery,wikipedia
Person:japanese_military_air_section,Japanese Military Air Section,Person,Japanese Military Air Section,wikipedia
Theory:most_german,Most German,Theory,Most German,wikipedia
Theory:bletchley,Bletchley,Theory,Bletchley,wikipedia
Theory:fish,Fish,Theory,Fish,wikipedia
Theory:its,Its,Theory,Its,wikipedia
Theory:gordon_welchman,Gordon Welchman,Theory,Gordon Welchman,wikipedia
Theory:harold,Harold,Theory,Harold,wikipedia
Theory:doc_keen,Doc' Keen,Theory,Doc' Keen,wikipedia
Theory:british_tabulating_machine_company,British Tabulating Machine Company,Theory,British Tabulating Machine Company,wikipedia
Theory:each,Each,Theory,Each,wikipedia
Person:adstock,Adstock,Person,Adstock,wikipedia
Person:wavendon,Wavendon,Person,Wavendon,wikipedia
Person:stanmore,Stanmore,Person,Stanmore,wikipedia
Person:eastcote,Eastcote,Person,Eastcote,wikipedia
Person:gayhurst,Gayhurst,Person,Gayhurst,wikipedia
Person:luftwaffe,Luftwaffe,Person,Luftwaffe,wikipedia
Person:the_german,The German,Person,The German,wikipedia
Person:atlantic_u_boats,Atlantic U-boats,Person,Atlantic U-boats,wikipedia
Event:us_navy_bombe,US Navy Bombe,Event,US Navy Bombe,wikipedia
Person:messages,Messages,Person,Messages,wikipedia
Person:u_boats,U-boats,Person,U-boats,wikipedia
Person:cape_matapan,Cape Matapan,Person,Cape Matapan,wikipedia
Person:north_cape,North Cape,Person,North Cape,wikipedia
Event:north_african,North African,Event,North African,wikipedia
Event:general_erwin_rommel,General Erwin Rommel,Event,General Erwin Rommel,wikipedia
Person:general_sir_claude_auchinleck,General Sir Claude Auchinleck,Person,General Sir Claude Auchinleck,wikipedia
Person:rommel,Rommel,Person,Rommel,wikipedia
Person:cairo,Cairo,Person,Cairo,wikipedia
Person:operation_salam,Operation SALAM,Person,Operation SALAM,wikipedia
Person:allied,Allied,Person,Allied,wikipedia
Person:prior,Prior,Person,Prior,wikipedia
Person:normandy,Normandy,Person,Normandy,wikipedia
Person:d_day,D-Day,Person,D-Day,wikipedia
Person:germany_s,Germany's,Person,Germany's,wikipedia
Person:western_front,Western-front,Person,Western-front,wikipedia
Organization:the_lorenz,The Lorenz,Organization,The Lorenz,wikipedia
Person:the_tunny,The Tunny,Person,The Tunny,wikipedia
Person:german_high_command,German High Command,Person,German High Command,wikipedia
Theory:testery,Testery,Theory,Testery,wikipedia
Theory:ralph_tester,Ralph Tester,Theory,Ralph Tester,wikipedia
Person:tommy_flowers,Tommy Flowers,Person,Tommy Flowers,wikipedia
Person:post_office_research_station,Post Office Research Station,Person,Post Office Research Station,wikipedia
Person:dollis_hill,Dollis Hill,Person,Dollis Hill,wikipedia
Organization:december,December,Organization,December,wikipedia
Organization:january,January,Organization,January,wikipedia
Organization:enhancements,Enhancements,Organization,Enhancements,wikipedia
Organization:mark,Mark,Organization,Mark,wikipedia
Organization:d_day,D-day,Organization,D-day,wikipedia
Event:flowers,Flowers,Event,Flowers,wikipedia
Event:colossus,Colossus,Event,Colossus,wikipedia
Theory:spanish_civil_war,Spanish Civil War,Theory,Spanish Civil War,wikipedia
Theory:italian_navy,Italian Navy,Theory,Italian Navy,wikipedia
Theory:when_italy,When Italy,Theory,When Italy,wikipedia
Theory:italian,Italian,Theory,Italian,wikipedia
Person:knox,Knox,Person,Knox,wikipedia
Person:dilly_s,Dilly's,Person,Dilly's,wikipedia
Person:jean_perrin,Jean Perrin,Person,Jean Perrin,wikipedia
Person:clare_harding,Clare Harding,Person,Clare Harding,wikipedia
Person:rachel_ronald,Rachel Ronald,Person,Rachel Ronald,wikipedia
Person:elisabeth_granger,Elisabeth Granger,Person,Elisabeth Granger,wikipedia
Person:italian_navy_s,Italian Navy's,Person,Italian Navy's,wikipedia
Person:although,Although,Person,Although,wikipedia
Person:admiral_cunningham,Admiral Cunningham,Person,Admiral Cunningham,wikipedia
Work:june,June,Work,June,wikipedia
Work:italians,Italians,Work,Italians,wikipedia
Theory:battle,Battle,Theory,Battle,wikipedia
Theory:cape_matapan,Cape Matapan,Theory,Cape Matapan,wikipedia
Theory:boris_hagelin,Boris Hagelin,Theory,Boris Hagelin,wikipedia
Theory:north_africa,North Africa,Theory,North Africa,wikipedia
Person:jrm_butler,JRM Butler,Person,JRM Butler,wikipedia
Person:bernard_willson,Bernard Willson,Person,Bernard Willson,wikipedia
Person:in_june,In June,Person,In June,wikipedia
Person:willson,Willson,Person,Willson,wikipedia
Person:hagelin,Hagelin,Person,Hagelin,wikipedia
Person:royal_navy,Royal Navy,Person,Royal Navy,wikipedia
Person:royal_air_force,Royal Air Force,Person,Royal Air Force,wikipedia
Person:europe,Europe,Person,Europe,wikipedia
Person:rommel_s_afrika_korps,Rommel's Afrika Korps,Person,Rommel's Afrika Korps,wikipedia
Person:north_africa,North Africa,Person,North Africa,wikipedia
Person:japanese,Japanese,Person,Japanese,wikipedia
Person:middle_east_intelligence_centre,Middle East Intelligence Centre,Person,Middle East Intelligence Centre,wikipedia
Person:meic,MEIC,Person,MEIC,wikipedia
Event:when_italy,When Italy,Event,When Italy,wikipedia
Event:june,June,Event,June,wikipedia
Event:cairo,Cairo,Event,Cairo,wikipedia
Person:combined_bureau_middle_east,Combined Bureau Middle East,Person,Combined Bureau Middle East,wikipedia
Person:cbme,CBME,Person,CBME,wikipedia
Person:middle_east,Middle East,Person,Middle East,wikipedia
Person:john_chadwick,John Chadwick,Person,John Chadwick,wikipedia
Person:hms_nile,HMS Nile,Person,HMS Nile,wikipedia
Person:alexandria,Alexandria,Person,Alexandria,wikipedia
Person:heliopolis_museum,Heliopolis Museum,Person,Heliopolis Museum,wikipedia
Person:villa_laurens,Villa Laurens,Person,Villa Laurens,wikipedia
Person:soviet,Soviet,Person,Soviet,wikipedia
Person:russian_army,Russian Army,Person,Russian Army,wikipedia
Person:russian,Russian,Person,Russian,wikipedia
Person:sarafand,Sarafand,Person,Sarafand,wikipedia
Person:palestine,Palestine,Person,Palestine,wikipedia
Person:two_russian,Two Russian,Person,Two Russian,wikipedia
Person:tiltman,Tiltman,Person,Tiltman,wikipedia
Person:finland,Finland,Person,Finland,wikipedia
Person:estonia,Estonia,Person,Estonia,wikipedia
Organization:in_december,In December,Organization,In December,wikipedia
Organization:russian,Russian,Organization,Russian,wikipedia
Organization:cs_russian,CS Russian,Organization,CS Russian,wikipedia
Organization:park_lane,Park Lane,Organization,Park Lane,wikipedia
Organization:sloane_square,Sloane Square,Organization,Sloane Square,wikipedia
Person:hong_kong,Hong Kong,Person,Hong Kong,wikipedia
Person:far_east_combined_bureau,Far East Combined Bureau,Person,Far East Combined Bureau,wikipedia
Person:fecb,FECB,Person,FECB,wikipedia
Person:the_fecb,The FECB,Person,The FECB,wikipedia
Person:singapore,Singapore,Person,Singapore,wikipedia
Person:colombo,Colombo,Person,Colombo,wikipedia
Person:ceylon,Ceylon,Person,Ceylon,wikipedia
Person:kilindini,Kilindini,Person,Kilindini,wikipedia
Person:mombasa,Mombasa,Person,Mombasa,wikipedia
Person:kenya,Kenya,Person,Kenya,wikipedia
Person:the_army,The Army,Person,The Army,wikipedia
Person:air_force,Air Force,Person,Air Force,wikipedia
Person:wireless_experimental_centre,Wireless Experimental Centre,Person,Wireless Experimental Centre,wikipedia
Person:delhi,Delhi,Person,Delhi,wikipedia
Person:inter_services_special_intelligence_school,Inter-Services Special Intelligence School,Person,Inter-Services Special Intelligence School,wikipedia
Person:post_office,Post Office,Person,Post Office,wikipedia
Person:us_signal,US Signal,Person,US Signal,wikipedia
Person:service,Service,Person,Service,wikipedia
Person:arlington_hall,Arlington Hall,Person,Arlington Hall,wikipedia
Person:virginia,Virginia,Person,Virginia,wikipedia
Person:michael_smith,Michael Smith,Person,Michael Smith,wikipedia
Person:only,Only,Person,Only,wikipedia
Person:hugh_foss,Hugh Foss,Person,Hugh Foss,wikipedia
Person:eric_nave,Eric Nave,Person,Eric Nave,wikipedia
Person:the_government_code,The Government Code,Person,The Government Code,wikipedia
Person:government_communications_headquarters,Government Communications Headquarters,Person,Government Communications Headquarters,wikipedia
Person:cheltenham,Cheltenham,Person,Cheltenham,wikipedia
Organization:until,Until,Organization,Until,wikipedia
Event:war,War,Event,War,wikipedia
Organization:that,That,Organization,That,wikipedia
Work:with,With,Work,With,wikipedia
Organization:winterbotham_s_the_ultra_secret,Winterbotham's The Ultra Secret,Organization,Winterbotham's The Ultra Secret,wikipedia
Work:winterbotham_s,Winterbotham's,Work,Winterbotham's,wikipedia
Organization:not,Not,Organization,Not,wikipedia
Organization:british,British,Organization,British,wikipedia
Organization:outstations,Outstations,Organization,Outstations,wikipedia
Organization:gpo,GPO,Organization,GPO,wikipedia
Organization:civil_aviation_authority,Civil Aviation Authority,Organization,Civil Aviation Authority,wikipedia
Organization:milton_keynes_borough_council,Milton Keynes Borough Council,Organization,Milton Keynes Borough Council,wikipedia
Organization:park,Park,Organization,Park,wikipedia
Organization:duke,Duke,Organization,Duke,wikipedia
Organization:kent,Kent,Organization,Kent,wikipedia
Organization:chief_patron,Chief Patron,Organization,Chief Patron,wikipedia
Organization:tony_sale,Tony Sale,Organization,Tony Sale,wikipedia
Organization:bletchley_park_museums,Bletchley Park Museums,Organization,Bletchley Park Museums,wikipedia
Person:property_advisors,Property Advisors,Person,Property Advisors,wikipedia
Person:civil_estate,Civil Estate,Person,Civil Estate,wikipedia
Person:bt_group,BT Group,Person,BT Group,wikipedia
Person:trust,Trust,Person,Trust,wikipedia
Event:event_communications,Event Communications,Event,Event Communications,wikipedia
Event:catherine,Catherine,Event,Catherine,wikipedia
Event:duchess,Duchess,Event,Duchess,wikipedia
Event:cambridge,Cambridge,Event,Cambridge,wikipedia
Organization:the_duchess,The Duchess,Organization,The Duchess,wikipedia
Organization:valerie_middleton,Valerie Middleton,Organization,Valerie Middleton,wikipedia
Organization:valerie_s,Valerie's,Organization,Valerie's,wikipedia
Organization:mary,Mary,Organization,Mary,wikipedia
Organization:glassborow,Glassborow,Organization,Glassborow,wikipedia
Person:foreign_office_civilians,Foreign Office Civilians,Person,Foreign Office Civilians,wikipedia
Person:valerie,Valerie,Person,Valerie,wikipedia
Person:catherine_s,Catherine's,Person,Catherine's,wikipedia
Person:captain_peter_middleton,Captain Peter Middleton,Person,Captain Peter Middleton,wikipedia
Organization:valerie_middleton_s,Valerie Middleton's,Organization,Valerie Middleton's,wikipedia
Organization:the_bletchley_park_learning_department,The Bletchley Park Learning Department,Organization,The Bletchley Park Learning Department,wikipedia
Organization:visits,Visits,Organization,Visits,wikipedia
Organization:in_october,In October,Organization,In October,wikipedia
Organization:american,American,Organization,American,wikipedia
Organization:sidney_frank,Sidney Frank,Organization,Sidney Frank,wikipedia
Organization:science_centre,Science Centre,Organization,Science Centre,wikipedia
Person:simon_greenish,Simon Greenish,Person,Simon Greenish,wikipedia
Person:director,Director,Person,Director,wikipedia
Person:iain_standen,Iain Standen,Person,Iain Standen,wikipedia
Person:in_july,In July,Person,In July,wikipedia
Person:the_times,The Times,Person,The Times,wikipedia
Event:in_september,In September,Event,In September,wikipedia
Event:pgp,PGP,Event,PGP,wikipedia
Event:ibm,IBM,Event,IBM,wikipedia
Organization:english_heritage,English Heritage,Organization,English Heritage,wikipedia
Organization:heritage_lottery_fund,Heritage Lottery Fund,Organization,Heritage Lottery Fund,wikipedia
Person:just,Just,Person,Just,wikipedia
Organization:additional,Additional,Organization,Additional,wikipedia
Organization:block,Block,Organization,Block,wikipedia
Organization:national_museum,National Museum,Organization,National Museum,wikipedia
Organization:computing,Computing,Organization,Computing,wikipedia
Person:covid,COVID-,Person,COVID-,wikipedia
Person:former_mp_john_leech,Former MP John Leech,Person,Former MP John Leech,wikipedia
Person:amazon,Amazon,Person,Amazon,wikipedia
Person:apple,Apple,Person,Apple,wikipedia
Person:facebook,Facebook,Person,Facebook,wikipedia
Person:microsoft,Microsoft,Person,Microsoft,wikipedia
Event:turing_s_law,Turing's Law,Event,Turing's Law,wikipedia
Organization:the_national_museum,The National Museum,Organization,The National Museum,wikipedia
Event:its_colossus,Its Colossus,Event,Its Colossus,wikipedia
Event:tunny,Tunny,Event,Tunny,wikipedia
Person:tunny,Tunny,Person,Tunny,wikipedia
Person:its,Its,Person,Its,wikipedia
Person:through,Through,Person,Through,wikipedia
Organization:bletchley_park_s_blocks,Bletchley Park's Blocks,Organization,Bletchley Park's Blocks,wikipedia
Organization:mansion,Mansion,Organization,Mansion,wikipedia
Organization:in_april,In April,Organization,In April,wikipedia
Organization:bletchley_park_capital_partners,Bletchley Park Capital Partners,Organization,Bletchley Park Capital Partners,wikipedia
Organization:tim_reynolds,Tim Reynolds,Organization,Tim Reynolds,wikipedia
Organization:deputy_chairman,Deputy Chairman,Organization,Deputy Chairman,wikipedia
Person:offers,Offers,Person,Offers,wikipedia
Organization:previously,Previously,Organization,Previously,wikipedia
Organization:national_college,National College,Organization,National College,wikipedia
Organization:cyber_security,Cyber Security,Organization,Cyber Security,wikipedia
Organization:bletchley_park_science,Bletchley Park Science,Organization,Bletchley Park Science,wikipedia
Organization:innovation_centre,Innovation Centre,Organization,Innovation Centre,wikipedia
Organization:the_radio_society,The Radio Society,Organization,The Radio Society,wikipedia
Organization:great_britain_s_national_radio_centre,Great Britain's National Radio Centre,Organization,Great Britain's National Radio Centre,wikipedia
Organization:neal_stephenson_s,Neal Stephenson's,Organization,Neal Stephenson's,wikipedia
Organization:cryptonomicon,Cryptonomicon,Organization,Cryptonomicon,wikipedia
Organization:connie_willis,Connie Willis,Organization,Connie Willis,wikipedia
Organization:all_clear,All Clear,Organization,All Clear,wikipedia
Work:the_agatha_christie,The Agatha Christie,Work,The Agatha Christie,wikipedia
Work:major_bletchley,Major Bletchley,Work,Major Bletchley,wikipedia
Organization:christie,Christie,Organization,Christie,wikipedia
Organization:kate_quinn_s,Kate Quinn's,Organization,Kate Quinn's,wikipedia
Organization:the_rose_code,The Rose Code,Organization,The Rose Code,wikipedia
Organization:quinn,Quinn,Organization,Quinn,wikipedia
Organization:robert_harris_s,Robert Harris's,Organization,Robert Harris's,wikipedia
Organization:kate_winslet,Kate Winslet,Organization,Kate Winslet,wikipedia
Organization:saffron_burrows,Saffron Burrows,Organization,Saffron Burrows,wikipedia
Organization:dougray_scott,Dougray Scott,Organization,Dougray Scott,wikipedia
Organization:the_imitation_game,The Imitation Game,Organization,The Imitation Game,wikipedia
Organization:benedict_cumberbatch,Benedict Cumberbatch,Organization,Benedict Cumberbatch,wikipedia
Organization:the_big_finish_productions_doctor,The Big Finish Productions Doctor,Organization,The Big Finish Productions Doctor,wikipedia
Organization:who,Who,Organization,Who,wikipedia
Organization:criss_cross,Criss-Cross,Organization,Criss-Cross,wikipedia
Organization:sixth_doctor,Sixth Doctor,Organization,Sixth Doctor,wikipedia
Organization:tardis,TARDIS,Organization,TARDIS,wikipedia
Organization:constance_clarke,Constance Clarke,Organization,Constance Clarke,wikipedia
Organization:the_bletchley_park_podcast,The Bletchley Park Podcast,Organization,The Bletchley Park Podcast,wikipedia
Person:itv,ITV,Person,ITV,wikipedia
Person:danger_uxb,Danger UXB,Person,Danger UXB,wikipedia
Person:steven_mount,Steven Mount,Person,Steven Mount,wikipedia
Organization:foyle_s_war,Foyle's War,Organization,Foyle's War,wikipedia
Organization:adam_wainwright,Adam Wainwright,Organization,Adam Wainwright,wikipedia
Organization:samantha_stewart_s,Samantha Stewart's,Organization,Samantha Stewart's,wikipedia
Organization:the_second_world_war,The Second World War,Organization,The Second World War,wikipedia
Organization:satsuma,Satsuma,Organization,Satsuma,wikipedia
Organization:pumpkin,Pumpkin,Organization,Pumpkin,wikipedia
Organization:bob_monkhouse,Bob Monkhouse,Organization,Bob Monkhouse,wikipedia
Person:the_bbc,The BBC,Person,The BBC,wikipedia
Person:radio,Radio,Person,Radio,wikipedia
Person:the_bletchley_circle,The Bletchley Circle,Person,The Bletchley Circle,wikipedia
Person:san_francisco,San Francisco,Person,San Francisco,wikipedia
Organization:ian_mcewan_s,Ian McEwan's,Organization,Ian McEwan's,wikipedia
Organization:bbc_tv,BBC TV,Organization,BBC TV,wikipedia
Organization:the_secret_war,The Secret War,Organization,The Secret War,wikipedia
Organization:william_woodard,William Woodard,Organization,William Woodard,wikipedia
Person:peter_calvocoressi,Peter Calvocoressi,Person,Peter Calvocoressi,wikipedia
Person:winterbotham,Winterbotham,Person,Winterbotham,wikipedia
Organization:the_agent_carter,The Agent Carter,Organization,The Agent Carter,wikipedia
Organization:smoke,Smoke,Organization,Smoke,wikipedia
Organization:mirrors,Mirrors,Organization,Mirrors,wikipedia
Organization:agent_peggy_carter,Agent Peggy Carter,Organization,Agent Peggy Carter,wikipedia
Organization:strategic_scientific_reserve,Strategic Scientific Reserve,Organization,Strategic Scientific Reserve,wikipedia
Organization:london_science_museum,London Science Museum,Organization,London Science Museum,wikipedia
Organization:code_breaker,Code Breaker,Organization,Code Breaker,wikipedia
Organization:alan_turing_s_life,Alan Turing's Life,Organization,Alan Turing's Life,wikipedia
Organization:legacy,Legacy,Organization,Legacy,wikipedia
Organization:world_war_ii_bletchley_park,World War II Bletchley Park,Organization,World War II Bletchley Park,wikipedia
Person:beeston_hill,Beeston Hill,Person,Beeston Hill,wikipedia
Person:secret,Secret,Person,Secret,wikipedia
Person:sheringham,Sheringham,Person,Sheringham,wikipedia
Organization:roll,Roll,Organization,Roll,wikipedia
Organization:honour,Honour,Organization,Honour,wikipedia
Organization:list,List,Organization,List,wikipedia
Organization:out_stations,Out Stations,Organization,Out Stations,wikipedia
Organization:may,May,Organization,May,wikipedia
Organization:new,New,Organization,New,wikipedia
Person:the_daily_telegraph,The Daily Telegraph,Person,The Daily Telegraph,wikipedia
Person:boffoonery,Boffoonery,Person,Boffoonery,wikipedia
